,release_date,genres,id
100391,2017,['Episodic'],734930
100392,2017,"['Episodic', 'Anime', 'Romance']",683020
100393,2017,"['Indie', 'Adventure', 'Difficult', 'Platformer', 'Puzzle', 'Cute', 'Character Customization', 'Bullet Time', 'Time Manipulation', 'Fast-Paced']",717400
100394,2017,['Adventure'],720960
100395,2017,['Action'],675390
100396,2017,['Episodic'],653410
100397,2017,['Episodic'],626440
100398,2017,"['Design & Illustration', 'Animation & Modeling']",719000
100399,2017,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual']",740630
100400,2017,"['Adventure', 'Indie', 'Casual']",686800
100402,2017,"['Adventure', 'Free to Play', 'Indie', 'Casual']",741760
100403,2017,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Software', 'Utilities', 'Online Co-Op', 'Party-Based RPG', 'Story Rich', 'Sandbox', 'Sci-fi', 'Futuristic']",741170
100404,2017,"['Action', 'Indie', 'Casual']",729180
100405,2017,"['Action', 'Indie', 'Casual']",743810
100406,2017,"['RPG', 'Action', 'Adventure']",683850
100407,2017,"['Adventure', 'RPG', 'Action']",660080
100408,2017,"['Indie', 'Casual', 'Simulation', 'Sports']",729620
100409,2017,"['Indie', 'Casual', 'Simulation', 'Sports']",729600
100410,2017,"['Indie', 'Platformer', 'Difficult']",671540
100411,2017,"['Indie', 'Casual', 'Simulation']",592475
100412,2017,"['Indie', 'Casual', 'Match 3']",713430
100413,2017,['Indie'],689390
100414,2016,"['Massively Multiplayer', 'Indie']",732110
100415,2017,"['Indie', 'Strategy', 'Action']",740650
100416,2017,"['Strategy', 'Action', 'Indie']",740660
100417,2017,['Casual'],716920
100419,2017,"['Adventure', 'Indie', 'Casual']",520873
100420,2017,"['Early Access', 'Indie', 'Adventure']",712660
100422,2017,"['RPG', 'Indie', 'Adventure']",550370
100423,2017,"['Indie', 'Casual', 'Racing']",721970
100424,2017,"['Indie', 'Sandbox']",726720
100426,2017,"['Casual', 'Adventure', 'Simulation', 'Indie', 'RPG', 'Strategy']",682510
100427,2017,['Indie'],733980
100428,2017,"['RPG', 'Indie', 'Violent', 'RPGMaker', 'JRPG', 'Funny', 'Fantasy', 'Cyberpunk', 'Dark Fantasy']",735110
100429,2017,"['Strategy', 'RPG']",650231
100430,2017,"['Strategy', 'RPG']",650233
100431,2017,"['Strategy', 'RPG']",650235
100432,2017,"['Strategy', 'RPG']",650234
100433,2017,"['Strategy', 'RPG']",650232
100434,2017,"['Strategy', 'RPG']",650236
100435,2017,"['Strategy', 'RPG']",650237
100436,2017,"['Casual', 'Indie', 'Strategy', 'Adventure']",727300
100437,2017,"['Strategy', 'RPG']",650238
100438,2017,"['Strategy', 'RPG']",650239
100439,2017,"['Indie', 'Action', 'Adventure', 'RPG', 'Difficult']",727510
100441,2017,"['Action', 'Indie', 'Casual']",732870
100442,2017,"['RPG', 'Indie', 'Adventure']",717260
100443,2017,['Indie'],736510
100444,2017,"['Action', 'Adventure', 'Indie']",393220
100445,2017,"['Action', 'Indie', 'Casual', 'Retro', 'Arcade', 'Difficult', 'Fast-Paced']",733250
100446,2017,"['Indie', 'Casual', 'Visual Novel']",727140
100447,2017,['Simulation'],643688
100448,2017,"['RPG', 'Free to Play', 'Massively Multiplayer']",716440
100449,2017,['Simulation'],643680
100450,2017,"['Indie', 'Platformer']",719120
100451,2017,"['Strategy', 'Casual']",722900
100452,2017,"['Strategy', 'Casual']",730570
100453,2017,"['Early Access', 'Strategy', 'Casual', 'Tower Defense', 'Clicker']",707590
100454,2017,"['Casual', 'Simulation']",637770
100455,2017,"['Casual', 'Simulation']",637771
100456,2017,"['Indie', 'Casual', 'Strategy', 'Atmospheric', 'Puzzle', 'Stylized', 'Singleplayer', 'Minimalist', 'Relaxing', 'Abstract']",725000
100457,2017,"['Action', 'Indie']",732770
100458,2017,"['Early Access', 'Action', 'Indie', 'Casual']",619620
100460,2017,"['Adventure', 'World War II', 'Story Rich', 'Atmospheric', 'Realistic', 'Dark', 'Drama', 'Education', 'Historical', 'Multiple Endings', 'Hidden Object']",676630
100461,2017,"['Indie', 'Action', 'Abstract', 'Procedural Generation', 'Arcade', ""Shoot 'Em Up"", 'Twin Stick Shooter']",656280
100463,2017,"['Indie', 'Adventure', 'Horror', 'Surreal', 'Puzzle', '2D']",417020
100465,2017,"['Indie', 'Adventure', 'RPG', 'Funny', 'JRPG', 'RPGMaker']",718200
100466,2017,"['Casual', 'Strategy', 'Board Game']",716090
100467,2017,"['Early Access', 'Indie', 'Casual', 'Simulation']",716380
100469,2017,"['Free to Play', 'Casual']",731910
100470,2017,"['Adventure', 'Indie']",744390
100471,2017,"['Casual', 'Simulation', 'Anime', 'Visual Novel']",731930
100472,2008,"['Indie', 'Casual']",732680
100473,2017,"['Indie', 'Action', 'Pixel Graphics', ""Shoot 'Em Up"", 'Arcade', 'Shooter']",710960
100474,2017,"['Simulation', 'Indie', 'Casual']",730280
100477,2017,"['Indie', 'Casual']",723820
100478,2017,"['Action', 'Indie', 'Pixel Graphics', 'Platformer', 'Puzzle-Platformer', 'Puzzle', 'Difficult']",717170
100479,2017,"['Simulation', 'Racing', 'Action', 'Sports', 'Free to Play', 'Multiplayer']",641780
100480,2017,"['Casual', 'Action', 'Indie']",732670
100481,2017,"['Action', 'Indie', 'Casual']",673550
100482,2017,"['Indie', 'Action']",614230
100483,2016,"['Utilities', 'Education']",728920
100484,2017,"['Action', 'Indie', 'Casual', 'Adventure', 'RPG', 'Rogue-like', 'Procedural Generation', 'Replay Value', 'Space', 'Relaxing', 'Visual Novel']",722580
100485,2017,"['Early Access', 'Racing', 'Sports', 'Indie', 'Casual', '4 Player Local', 'Top-Down', 'Family Friendly', 'Local Multiplayer', 'Local Co-Op', 'Funny', 'Colorful', 'Difficult', 'Arcade', 'Singleplayer', 'Great Soundtrack', '1980s', 'Physics', 'Stylized', 'Character Customization']",296790
100489,2017,"['Free to Play', 'Pixel Graphics', 'Adventure']",725980
100490,2017,"['Sports', 'Simulation', 'Racing']",658570
100491,2017,"['Free to Play', 'RPG', 'Pixel Graphics', 'Massively Multiplayer', 'MMORPG', 'Difficult', 'Retro', 'Atmospheric', 'Online Co-Op', 'Multiplayer', 'PvP', 'Fantasy']",326360
100492,2017,"['Indie', 'Action', '2D', 'Bullet Hell', 'Adventure', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Space', 'RPG', 'Action-Adventure', 'Space Sim']",720630
100493,2017,"['Early Access', 'Free to Play', 'Strategy', 'Action', 'Multiplayer']",649900
100494,2017,"['Indie', 'Action', 'Adventure']",724900
100495,2017,"['Strategy', 'Wargame', 'Rome', 'Indie', 'Turn-Based Strategy']",726630
100496,2017,"['Violent', 'Action', 'Gore']",683100
100497,2017,"['World War II', 'FPS', 'Action', 'Multiplayer', 'War', 'Zombies', 'Shooter', 'First-Person', 'Singleplayer', 'Co-op', 'Violent', 'Gore', 'Historical', 'Story Rich', 'Female Protagonist', 'Psychological Horror', 'Horror', 'Massively Multiplayer', 'Open World', 'Heist']",476600
100498,2017,"['Adventure', 'Indie', 'Puzzle', 'Isometric', 'Steampunk', 'Point & Click']",723760
100499,2017,"['Action', 'Adventure', 'Indie', 'Casual']",729460
100500,2017,"['RPG', 'Indie', 'Rogue-like', 'Dungeon Crawler', 'First-Person', 'Procedural Generation', 'Replay Value', 'Turn-Based Combat', 'Rogue-lite']",725040
100501,2017,"['Action', 'Adventure', 'Indie', 'Casual']",687540
100502,2017,"['Action', 'Indie', 'Platformer']",718960
100504,2017,"['Free to Play', 'Casual', 'Action', 'Indie', 'Dinosaurs']",718500
100506,2017,"['Action', 'Indie', 'Casual']",711870
100507,2017,"['Indie', 'Casual', 'Adventure', 'Simulation']",738430
100508,2017,"['Indie', 'Action', 'Adventure']",738260
100509,2017,"['Indie', 'Strategy', 'Action']",706310
100510,2017,"['Action', 'Simulation', 'Indie']",673870
100511,2017,"['Casual', 'Strategy', 'Indie', 'Sports']",729650
100513,2017,"['Indie', 'Casual', 'Free to Play']",736550
100514,2017,"['Action', 'Casual', 'Indie', 'Arcade', ""Shoot 'Em Up"", 'Side Scroller', 'Bullet Hell']",601130
100515,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']",741780
100516,2017,"['Indie', 'Casual']",718080
100517,2017,"['RPG', 'Casual', 'Indie', 'Adventure', '2D', 'Text-Based', 'Nonlinear', 'Lore-Rich', 'Point & Click', 'Western', 'Experience', 'Choices Matter', 'Hand-drawn', 'Visual Novel', 'Comic Book']",610310
100518,2017,"['Indie', 'Casual']",732550
100519,2017,"['Action', 'Violent', 'Strategy', 'Gore', 'Sports', 'Indie']",705410
100520,2017,"['Utilities', 'Education', 'Animation & Modeling', 'Design & Illustration', 'Web Publishing', 'Software Training', 'Game Development', 'Software']",710830
100521,2017,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation']",732800
100522,2017,"['Action', 'Indie', 'Casual']",739160
100523,2017,"['Adventure', 'Casual', 'Hidden Object']",729950
100524,2017,"['Indie', 'Strategy']",735650
100525,2017,"['Indie', 'Casual', 'Puzzle']",740570
100526,2017,"['Action', 'Indie', 'Top-Down', 'Top-Down Shooter']",726260
100527,2017,"['Sports', 'Strategy', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']",748280
100528,2017,"['Early Access', 'Indie']",717280
100529,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",741283
100530,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",741284
100531,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",741311
100532,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",741310
100533,2017,"['Adventure', 'RPG', 'Indie', 'Casual', 'Strategy']",741312
100534,2017,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",741314
100535,2017,"['Adventure', 'Funny', 'Puzzle', 'Dark Humor', 'Classic', 'Remake', 'Comedy', 'Hidden Object', 'Hand-drawn', 'Cartoony', 'Singleplayer', 'Atmospheric', 'Time Travel', 'Great Soundtrack', 'Story Rich', 'Cult Classic', '2D', 'Retro', 'Indie', 'Third Person']",546220
100536,2017,"['Strategy', 'Simulation']",729630
100537,2017,"['Action', 'Indie', 'Casual', 'Simulation']",715780
100538,2017,"['Action', 'Adventure']",715850
100539,2017,"['Action', 'Adventure']",715900
100540,2017,"['Action', 'Adventure']",715870
100541,2017,"['Adventure', 'Casual', 'Indie', 'Hidden Object', 'Point & Click', 'Puzzle', 'Singleplayer', 'Mouse only', 'Mystery', 'Relaxing', 'Atmospheric', 'Magic', 'Funny']",657070
100542,2017,"['Great Soundtrack', 'Adventure', 'Character Customization', 'Action', '3D Platformer', 'Fast-Paced', 'Platformer', 'Singleplayer', 'Colorful', 'Story Rich', '2D', '2.5D', 'Memes', 'Funny', 'Family Friendly', 'Action-Adventure', 'Anime', 'Psychological Horror', 'Multiplayer', 'Sexual Content']",637100
100543,2017,"['Action', 'Indie', 'Sports', 'Multiplayer', '4 Player Local', 'Local Multiplayer', 'Local Co-Op']",498740
100544,2017,"['Indie', 'Casual', 'Adventure', 'Match 3', 'Puzzle', '2D', 'Great Soundtrack', 'Funny', 'Atmospheric', 'Strategy']",733940
100545,2017,['Action'],709174
100546,2017,"['Action', 'Adventure', 'RPG']",662352
100547,2017,"['Gore', 'Action', 'Violent']",650410
100548,2017,['Action'],698226
100549,2017,['Action'],698225
100551,2017,['Utilities'],735360
100554,2017,"['Action', 'Adventure', 'Indie']",687420
100555,2017,"['Adventure', 'RPG', 'Indie']",749190
100556,2017,"['Action', 'RPG', 'Indie']",748680
100559,2017,"['Action', 'Indie', 'Casual', 'Massively Multiplayer', 'Space']",673260
100560,2017,"['Free to Play', 'Indie', 'Sexual Content', 'RPG', 'RPGMaker']",712390
100561,2017,"['Strategy', 'Action', 'RPG', 'Indie', 'Casual', 'Simulation']",736450
100562,2017,"['PvP', 'Multiplayer', 'Competitive', 'MOBA', 'Action', 'Arena Shooter', 'Fast-Paced', 'Fighting', 'Team-Based', 'Top-Down', 'Free to Play', 'Strategy', 'e-sports', 'Great Soundtrack', 'Difficult', 'Hack and Slash', 'RPG', 'Top-Down Shooter', 'Atmospheric', ""Beat 'em up""]",504370
100563,2017,"['Action', 'Simulation', 'Sports']",718410
100564,2017,"['Free to Play', 'Action', 'MOBA']",746730
100565,2017,"['Adventure', 'Casual', 'Simulation']",744740
100566,2017,['Action'],746731
100567,2017,"['Strategy', 'Adventure', 'Indie', 'RPG']",709290
100568,2017,"['Indie', 'Casual']",729980
100570,2017,"['Indie', 'Casual']",739350
100571,2017,"['Casual', 'Simulation']",751701
100572,2014,"['Action', 'Indie', 'Arcade', 'Retro', 'Western']",743660
100573,2017,"['Animation & Modeling', 'Web Publishing', 'Design & Illustration', 'Utilities', 'Education', 'Software Training', 'Game Development', 'Games Workshop', 'GameMaker', 'Software', 'RPGMaker', 'VR', 'FPS', 'Top-Down Shooter', 'Video Production']",744150
100575,2017,['Adventure'],673500
100576,2017,['Strategy'],716660
100578,2017,"['Action', 'Indie', 'Tower Defense']",741720
100579,2017,"['Design & Illustration', 'Utilities', 'Web Publishing']",703461
100580,2017,"['Action', 'Indie', 'Casual', 'Racing']",750300
100581,2017,"['Design & Illustration', 'Web Publishing']",703471
100582,2017,"['Design & Illustration', 'Web Publishing']",703460
100583,2017,"['Design & Illustration', 'Web Publishing']",703470
100584,2017,"['Strategy', 'RPG', 'Indie']",750980
100585,2017,"['Simulation', 'Sports']",711742
100586,2017,"['Simulation', 'Sports']",711730
100587,2017,"['Simulation', 'Sports']",711744
100588,2017,"['Action', 'Indie']",737470
100589,2017,"['Early Access', 'Adventure', 'Indie']",726820
100590,2017,"['Indie', 'Simulation']",749590
100591,2017,"['Simulation', 'Sports']",711743
100592,2017,"['Casual', 'Indie', 'Adventure', 'Nudity']",734400
100593,2017,"['Strategy', 'Action', 'Adventure', 'Indie']",750280
100594,2017,"['Action', 'Massively Multiplayer', 'Strategy', 'RPG', 'Fighting']",651560
100595,2017,"['Strategy', 'Indie', 'RPG', 'Sandbox', 'Party-Based RPG', 'Utilities', 'Online Co-Op', 'Software', 'Fantasy', 'Turn-Based']",720130
100596,2017,"['RPG', 'Adventure', 'Indie', 'Fantasy', 'Tactical RPG', 'Atmospheric', 'Turn-Based', 'Comedy', 'Turn-Based Combat', 'Party-Based RPG', 'Singleplayer', 'Turn-Based Tactics', 'Isometric']",610500
100597,2017,"['Adventure', 'RPG', 'Indie']",639940
100598,2017,"['Action', 'Indie', '4 Player Local']",713760
100600,2017,"['Action', 'Indie', 'Swordplay', '4 Player Local', 'Local Multiplayer', 'Controller', 'Multiplayer', '2D', 'Physics', 'Funny', 'Platformer', 'Violent', 'Great Soundtrack', '2D Fighter', 'Fighting']",680990
100602,2017,"['Indie', 'Adventure']",737530
100603,2017,"['Strategy', 'Adventure', 'Indie', 'Casual']",732070
100604,2017,"['Strategy', 'RTS']",633660
100605,2017,"['Animation & Modeling', 'Design & Illustration', 'Utilities', 'Education', 'Software Training', 'Game Development']",747520
100607,2017,"['Action', 'Indie', 'Adventure', 'Gore']",667420
100609,2017,"['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Bullet Hell', 'Arcade', 'Pixel Graphics', 'Space', 'Sci-fi', '2D', 'Cartoony', 'Difficult', 'Singleplayer', 'Cartoon', 'Replay Value', 'Physics', 'Top-Down Shooter', 'Destruction', 'Fast-Paced', 'Colorful']",699460
100610,2017,"['Indie', 'Action', 'Adventure', 'Zombies']",680550
100611,2017,"['Adventure', 'Indie', 'Casual']",708250
100612,2017,"['Casual', 'Indie', 'Puzzle', '2D', 'Relaxing', 'Minimalist', 'Physics', 'Difficult', 'Fast-Paced', 'Abstract', 'Singleplayer', 'Short', 'Atmospheric']",728440
100613,2017,"['Early Access', 'RPG', 'Strategy', 'Turn-Based Strategy', 'Board Game', 'Indie', '4X']",734510
100614,2017,"['Free to Play', 'Casual', 'Adventure', 'Indie', 'Horror', 'Multiplayer']",683930
100616,2017,['Casual'],748473
100617,2017,['Casual'],748471
100618,2017,['Casual'],748470
100619,2017,['Casual'],748472
100620,2017,"['Indie', 'Casual', 'Singleplayer', 'Puzzle', 'Puzzle-Platformer', 'Platformer']",661330
100621,2017,"['Casual', 'Indie', 'Adventure', 'Strategy', 'Sokoban', 'Controller', 'Minimalist', 'Puzzle', 'Cute', 'Singleplayer', '2D', 'Family Friendly', 'Cartoony']",742340
100622,2017,"['Early Access', 'Action', 'Indie', '3D Platformer']",727970
100624,2017,"['Adventure', 'Action', 'Indie', 'Strategy', 'Puzzle', 'Stealth', 'Funny', 'Cartoon']",654430
100625,2017,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Sports', 'Racing', 'Sandbox', 'Multiplayer', 'Funny', 'Shooter']",409410
100626,2017,"['Early Access', 'Massively Multiplayer', 'Indie', 'Casual']",737930
100627,2017,"['Strategy', 'Indie', 'Casual', 'Singleplayer', '2D', 'Arcade', 'Atmospheric', 'Minimalist', 'Puzzle']",735530
100628,2017,"['Action', 'Adventure']",685840
100629,2017,"['Action', 'Adventure']",685850
100630,2017,"['Indie', 'Action', '4 Player Local', 'Local Multiplayer', 'Pixel Graphics', 'Competitive', 'Co-op', 'Twin Stick Shooter', 'Arcade', 'Funny', 'Retro', 'Platformer', 'Local Co-Op']",697660
100631,2017,"['Adventure', 'Action', 'Open World', 'Sci-fi', 'Remake', 'Third Person', 'Singleplayer', 'Classic']",618970
100632,2017,"['Action', 'Indie', 'Casual']",723060
100633,2017,['Simulation'],686280
100634,1994,"['Action', 'Adventure', 'Indie']",738470
100635,2017,"['Indie', 'Simulation']",749660
100636,2017,"['Simulation', 'Sports']",704630
100637,2017,"['Movie', 'Documentary']",742980
100639,2017,"['Casual', 'Simulation']",631690
100640,2017,['Action'],734281
100641,2017,['Action'],731171
100642,2017,"['Action', 'LEGO', 'Open World', 'Multiplayer', 'Superhero', 'Adventure', 'Funny', 'Comedy', 'Co-op', 'Singleplayer', 'Family Friendly', 'Heist', 'Character Customization', 'Local Co-Op', 'Sandbox']",647830
100643,2017,['Action'],734282
100644,2017,['Action'],721280
100645,2017,['Action'],747800
100646,2017,['Action'],731172
100647,2017,['Action'],731170
100648,2017,"['Early Access', 'Action', 'Racing', 'Arcade', 'Fast-Paced']",556960
100649,2017,['Casual'],729740
100651,2017,"['Casual', 'Sports', 'Racing', 'Action', 'Indie', 'Adventure', 'Strategy']",745180
100652,2017,['Strategy'],751840
100653,2015,"['Movie', 'Nudity', 'Violent', 'Sexual Content']",643180
100654,2017,['Strategy'],751830
100655,2017,['Strategy'],751831
100656,2017,"['Casual', 'Indie', 'Great Soundtrack']",741560
100657,2017,"['Strategy', 'Action', 'Adventure', 'Indie']",755430
100658,2017,"['Strategy', 'Indie', 'Casual']",457200
100659,2017,"['Strategy', 'Free to Play', 'Action', 'Sports', 'Adventure']",741440
100660,2017,"['Early Access', 'RPG', 'Strategy', 'Indie', 'Tactical', 'Comic Book', 'Dungeon Crawler', 'Sci-fi', 'Space', 'Dark Fantasy', 'Atmospheric', 'Rogue-lite', 'Great Soundtrack', 'Rogue-like', 'Team-Based', 'Card Game']",698640
100661,2017,"['Action', 'Cartoon', 'Cartoony', 'Family Friendly', 'Adventure', 'Fighting', 'Action-Adventure', 'Character Action Game']",703180
100662,2017,"['Adventure', 'Casual', 'Hidden Object']",740520
100663,2017,"['Early Access', 'Action', 'Indie']",680250
100664,2004,"['Free to Play', 'Action', 'Multiplayer', 'Indie', 'Casual', 'Shooter', '2D', 'Top-Down Shooter', 'Singleplayer', 'Zombies', 'Gore']",666220
100665,2017,"['Free to Play', 'Massively Multiplayer', 'Action', 'Adventure', 'RPG', 'Casual']",747020
100666,2017,"['Action', 'Strategy', 'RPG']",662830
100667,2017,"['Adventure', 'Indie', 'Casual', 'Anime', 'Visual Novel', 'Sexual Content']",739000
100669,2017,"['Action', 'Indie', 'Casual']",735840
100671,2017,"['Indie', 'Platformer']",678850
100672,2017,['Strategy'],751832
100673,2017,"['RPG', 'Action', 'Adventure', 'First-Person', 'Massively Multiplayer', 'FPS', 'Fantasy', 'Dungeon Crawler', 'Rogue-like', 'Indie', 'MMORPG', 'Co-op']",436560
100674,2017,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click', 'Female Protagonist', 'Puzzle', '2D', 'Singleplayer', 'Mythology', 'Indie', 'Atmospheric', 'Mystery', 'Fantasy', 'Great Soundtrack', 'Family Friendly', 'Story Rich', 'Horror']",699780
100675,2017,"['Action', 'Adventure', 'Indie']",717430
100676,2017,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich']",749450
100677,2017,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich']",754860
100678,2017,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich', 'Lovecraftian']",741160
100679,2017,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich']",754290
100681,2017,"['Indie', 'Casual', 'Relaxing']",739180
100682,2017,"['Early Access', 'Action', 'Indie', 'Co-op', 'Retro', 'Tactical', 'Pixel Graphics', '2D']",686200
100684,2017,['RPG'],743270
100685,2017,"['Action', 'Adventure', 'Indie', 'Platformer', 'Metroidvania']",574500
100686,2017,"['Early Access', 'Indie', 'Action', 'Adventure', 'Casual', 'Sports']",744220
100687,2017,"['Design & Illustration', 'Utilities', 'Video Production', 'Education', 'Web Publishing', 'Software Training', 'Animation & Modeling', 'Game Development']",567360
100688,2017,"['Adventure', 'Indie', 'Action']",687270
100689,2017,['Racing'],728910
100690,2017,"['Racing', 'Sports', 'Simulation', 'Massively Multiplayer', 'Driving', 'Multiplayer']",635260
100691,2017,"['Indie', 'Casual']",741120
100692,2017,"['Strategy', 'Action', 'Indie', 'Casual', 'Puzzle', 'Arcade', 'Competitive', 'Sci-fi', 'Difficult', 'Atmospheric', 'Singleplayer', 'Runner']",742021
100693,2017,"['Adventure', 'RPG', 'Indie', 'Text-Based']",752810
100694,2015,"['Free to Play', 'Action', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Casual', 'Tanks', 'Multiplayer']",443110
100695,2017,"['Indie', 'Action', 'Casual', 'Adventure']",624990
100696,2017,"['Indie', 'Casual', 'Music', 'Great Soundtrack']",700350
100697,2017,"['Free to Play', 'Action', 'Massively Multiplayer', 'Casual', 'Simulation', 'Strategy', 'Tanks']",747430
100698,2017,"['Strategy', 'Action', 'Free to Play', 'Massively Multiplayer', 'Casual', 'Simulation']",753510
100699,2017,"['Action', 'Indie', 'Casual', 'Strategy', 'Singleplayer', 'Atmospheric', 'Competitive', 'Puzzle', 'Runner', 'Sci-fi', 'Arcade', 'Difficult']",742010
100700,2017,"['Strategy', 'Action', 'Free to Play', 'Massively Multiplayer', 'Casual', 'Simulation']",753520
100701,2017,"['Action', 'Adventure', 'Indie']",715290
100702,2017,"['Strategy', 'Action', 'Indie', 'Casual', 'Singleplayer', 'Arcade', 'Atmospheric', 'Difficult', 'Competitive', 'Minimalist', 'Puzzle', 'Runner', 'Sci-fi']",742020
100703,2017,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation']",736230
100704,2017,"['Indie', 'Singleplayer', 'Horror', 'First-Person', 'Survival', 'Silent Protagonist']",740720
100707,2017,"['Indie', 'Adventure', 'Action', 'RPGMaker', 'Story Rich']",699510
100708,2017,"['Strategy', 'Indie', 'Casual', 'Tower Defense']",739850
100709,2017,"['Action', 'Indie', 'Casual']",750820
100711,2017,['Casual'],748530
100712,2017,"['Massively Multiplayer', 'Simulation', 'Sports', 'Free to Play']",591987
100713,2017,"['Casual', 'Indie', 'Adventure', 'Simulation']",748760
100714,2015,"['Free to Play', 'Action', 'Casual']",742630
100715,2017,"['Casual', 'Indie', 'Pixel Graphics', 'Great Soundtrack', 'Typing']",649990
100716,2017,"['Early Access', 'Strategy', 'Tower Defense', 'Indie', 'Multiplayer', 'Fantasy']",469600
100717,2017,"['Early Access', 'Action', 'Indie']",537000
100718,2017,"['Indie', 'Casual']",730670
100719,2017,"['Action', 'Indie', 'Casual', '4 Player Local', 'Funny', 'Local Multiplayer']",690000
100721,2017,"['Indie', 'RPG', 'Action', 'Clicker', 'Action RPG', 'Casual']",731880
100722,2017,"['Early Access', 'Simulation', 'Strategy', 'Action', 'Indie']",726000
100723,2017,['Strategy'],725540
100724,2017,"['Action', 'Adventure', 'Indie', 'Parkour', 'Action-Adventure', 'Puzzle', 'Historical', 'Story Rich']",749650
100725,2017,"['Simulation', 'Sports']",321472
100726,2017,"['Action', 'Indie', 'Dark Humor', 'Comedy', 'FPS', 'Retro']",750210
100727,2017,"['Indie', 'Casual', 'Racing', 'Sports']",750870
100728,2017,"['Simulation', 'Racing', 'Massively Multiplayer', 'Sports']",752440
100729,2017,['Racing'],747720
100730,2017,['Racing'],747721
100731,2017,"['Indie', 'Action', 'Adventure', 'RPG', 'Game Development', 'Animation & Modeling', 'Software', 'Multiplayer', 'Education', 'Design & Illustration', 'Software Training', 'GameMaker']",754590
100732,2017,['Racing'],752630
100733,2017,"['Casual', 'Indie']",742540
100734,2013,"['Indie', 'Casual', 'Simulation', 'Underwater', 'Atmospheric', 'Relaxing']",698500
100735,2017,"['Indie', 'Action', 'Casual', 'Fighting', '4 Player Local', 'Local Multiplayer', 'Funny', 'Multiplayer', '2D Fighter', 'PvP', 'Cartoony', 'Local Co-Op', 'Controller', 'Shooter', 'Great Soundtrack']",724350
100737,2017,['Movie'],729840
100738,2017,"['Action', 'Indie']",754550
100739,2017,"['Action', 'Indie', 'Casual']",750150
100740,2017,['Movie'],730790
100741,2017,"['Early Access', 'Action', 'Adventure', 'Indie', 'Violent', 'Gore']",718070
100742,2017,"['Indie', 'Casual', 'Puzzle']",745030
100743,2017,"['Action', 'Adventure', 'Horror']",740500
100746,2015,"['Adventure', 'Indie', 'Casual', 'Action', 'Free to Play', 'Narration', 'Atmospheric', 'Story Rich', 'Dynamic Narration', 'Philisophical']",751690
100747,2017,"['Adventure', 'Indie', 'Casual', 'Nudity', 'Sexual Content']",576615
100748,2017,"['Nudity', 'Sexual Content', 'Adventure', 'Indie', 'Casual']",576616
100749,2017,['Simulation'],623267
100750,2017,"['Action', 'Indie', 'Racing', 'Sports']",698440
100751,2017,"['Indie', 'Adventure']",691240
100752,2017,"['RPG', 'Adventure', 'RPGMaker']",750020
100753,2015,"['Free to Play', 'Action', 'Indie', 'Simulation', 'Adventure', 'Multiplayer', 'FPS', 'Shooter', 'Massively Multiplayer', 'Third-Person Shooter', 'First-Person']",732730
100754,2017,"['Strategy', 'Indie', 'Casual', 'Simulation']",747810
100755,2017,"['Design & Illustration', 'Animation & Modeling']",744570
100756,2017,"['Action', 'Indie', 'Touch-Friendly', 'Zombies', 'Voxel']",713090
100757,2017,"['Design & Illustration', 'Animation & Modeling']",746470
100759,2017,"['Design & Illustration', 'Utilities', 'Video Production', 'Animation & Modeling', 'Education', 'Web Publishing', 'Software Training']",736530
100760,2017,"['Action', 'Adventure', 'Indie']",742690
100761,2017,"['Action', 'Adventure', 'Indie']",742670
100762,2017,"['Action', 'Adventure', 'Indie']",742660
100763,2017,"['Action', 'Adventure', 'Indie', 'Casual']",757280
100764,2017,"['Action', 'Adventure', 'Indie']",742680
100765,2017,"['Indie', 'Strategy', 'RPG', 'Rogue-like']",662540
